paper_id,arxiv_id,title,authors,year,abstract,source_file,source_url,corpus_tier,mineru_markdown,file_hash_sha256,file_size_bytes,page_count,readable,first_page_text_chars,main_version,duplicate_of,exclusion_status,error
P-ARXIV-240108967,2401.08967,ReFT: Reasoning with Reinforced Fine-Tuning,Trung Quoc Luong; Xinbo Zhang; Zhanming Jie; Peng Sun; Xiaoran Jin; Hang Li,2024,"One way to enhance the reasoning capability of Large Language Models (LLMs) is to conduct Supervised Fine-Tuning (SFT) using Chain-of-Thought (CoT) annotations. This approach does not show sufficiently strong generalization ability, however, because the training only relies on the given CoT data. In math problem-solving, for example, there is usually only one annotated reasoning path for each question in the training data. Intuitively, it would be better for the algorithm to learn from multiple annotated reasoning paths given a question. To address this issue, we propose a simple yet effective approach called Reinforced Fine-Tuning (ReFT) to enhance the generalizability of learning LLMs for reasoning, with math problem-solving as an example. ReFT first warmups the model with SFT, and then employs on-line reinforcement learning, specifically the PPO algorithm in this paper, to further fine-tune the model, where an abundance of reasoning paths are automatically sampled given the question and the rewards are naturally derived from the ground-truth answers. Extensive experiments on GSM8K, MathQA, and SVAMP datasets show that ReFT significantly outperforms SFT, and the performance can be potentially further boosted by combining inference-time strategies such as majority voting and re-ranking. Note that ReFT obtains the improvement by learning from the same training questions as SFT, without relying on extra or augmented training questions. This indicates a superior generalization ability for ReFT.",01_corpus/raw/extended/2401.08967.pdf,https://arxiv.org/abs/2401.08967,extended,,7579f71587921845158a3cdb47ab388a35b22ca769e1d332ea84c85dc0f135cb,1653445,15,true,4239,true,,,
P-ARXIV-240110020,2401.10020,Self-Rewarding Language Models,Weizhe Yuan; Richard Yuanzhe Pang; Kyunghyun Cho; Xian Li; Sainbayar Sukhbaatar; Jing Xu; Jason Weston,2024,"We posit that to achieve superhuman agents, future models require superhuman feedback in order to provide an adequate training signal. Current approaches commonly train reward models from human preferences, which may then be bottlenecked by human performance level, and secondly these separate frozen reward models cannot then learn to improve during LLM training. In this work, we study Self-Rewarding Language Models, where the language model itself is used via LLM-as-a-Judge prompting to provide its own rewards during training. We show that during Iterative DPO training that not only does instruction following ability improve, but also the ability to provide high-quality rewards to itself. Fine-tuning Llama 2 70B on three iterations of our approach yields a model that outperforms many existing systems on the AlpacaEval 2.0 leaderboard, including Claude 2, Gemini Pro, and GPT-4 0613. While there is much left still to explore, this work opens the door to the possibility of models that can continually improve in both axes.",01_corpus/raw/extended/2401.10020.pdf,https://arxiv.org/abs/2401.10020,extended,,61bed62389be6445c7a8dc6608641e86a3cc1a4d9b0b19a1f8645fc425997a96,1136245,23,true,3164,true,,,
P-ARXIV-240111458,2401.11458,Linear Alignment: A Closed-form Solution for Aligning Human Preferences without Tuning and Feedback,Songyang Gao; Qiming Ge; Wei Shen; Shihan Dou; Junjie Ye; Xiao Wang; Rui Zheng; Yicheng Zou; Zhi Chen; Hang Yan; Qi Zhang; Dahua Lin,2024,"The success of AI assistants based on Language Models (LLMs) hinges on Reinforcement Learning from Human Feedback (RLHF) to comprehend and align with user intentions. However, traditional alignment algorithms, such as PPO, are hampered by complex annotation and training requirements. This reliance limits the applicability of RLHF and hinders the development of professional assistants tailored to diverse human preferences. In this work, we introduce \textit{Linear Alignment}, a novel algorithm that aligns language models with human preferences in one single inference step, eliminating the reliance on data annotation and model training. Linear alignment incorporates a new parameterization for policy optimization under divergence constraints, which enables the extraction of optimal policy in a closed-form manner and facilitates the direct estimation of the aligned response. Extensive experiments on both general and personalized preference datasets demonstrate that linear alignment significantly enhances the performance and efficiency of LLM alignment across diverse scenarios. Our code and dataset is published on \url{https://github.com/Wizardcoast/Linear_Alignment.git}.",01_corpus/raw/extended/2401.11458.pdf,https://arxiv.org/abs/2401.11458,extended,,3a5df270ddac5732f4a5ae8b4867bf3597edb169accbcc03c7fad58d47e3fdf4,985231,21,true,4441,true,,,
P-ARXIV-240116635,2401.16635,Improving Reinforcement Learning from Human Feedback with Efficient Reward Model Ensemble,Shun Zhang; Zhenfang Chen; Sunli Chen; Yikang Shen; Zhiqing Sun; Chuang Gan,2024,"Reinforcement Learning from Human Feedback (RLHF) is a widely adopted approach for aligning large language models with human values. However, RLHF relies on a reward model that is trained with a limited amount of human preference data, which could lead to inaccurate predictions. As a result, RLHF may produce outputs that are misaligned with human values. To mitigate this issue, we contribute a reward ensemble method that allows the reward model to make more accurate predictions. As using an ensemble of large language model-based reward models can be computationally and resource-expensive, we explore efficient ensemble methods including linear-layer ensemble and LoRA-based ensemble. Empirically, we run Best-of-$n$ and Proximal Policy Optimization with our ensembled reward models, and verify that our ensemble methods help improve the alignment performance of RLHF outputs.",01_corpus/raw/extended/2401.16635.pdf,https://arxiv.org/abs/2401.16635,extended,,22c288c441cd09242715fe844d60323012f3163ebee96e498344e585fbcb3040,424631,8,true,4058,true,,,
P-ARXIV-240200856,2402.00856,Towards Efficient Exact Optimization of Language Model Alignment,Haozhe Ji; Cheng Lu; Yilin Niu; Pei Ke; Hongning Wang; Jun Zhu; Jie Tang; Minlie Huang,2024,"The alignment of language models with human preferences is vital for their application in real-world tasks. The problem is formulated as optimizing the model's policy to maximize the expected reward that reflects human preferences with minimal deviation from the initial policy. While considered as a straightforward solution, reinforcement learning (RL) suffers from high variance in policy updates, which impedes efficient policy improvement. Recently, direct preference optimization (DPO) was proposed to directly optimize the policy from preference data. However, we show that DPO derived based on the optimal solution of the problem leads to a compromised mean-seeking approximation of the optimal solution in practice. In this paper, we propose efficient exact optimization (EXO) of the alignment objective. EXO is guaranteed to optimize in the same direction as RL algorithms asymptotically for arbitrary policy parametrization. This leads to the same mode-seeking solution, while enables efficient optimization by circumventing the complexities of RL. We also compare our method to DPO with both theoretical and empirical analyses, and further demonstrate the advantages of our method over existing approaches on realistic human preference data. Code is available at https://github.com/haozheji/exact-optimization.",01_corpus/raw/extended/2402.00856.pdf,https://arxiv.org/abs/2402.00856,extended,,5538c4eeae3b42446ff45db4a0889245bdd7d7a10a72271e62cc9aab34a25bec,4659040,24,true,4523,true,,,
P-ARXIV-240201306,2402.01306,KTO: Model Alignment as Prospect Theoretic Optimization,Kawin Ethayarajh; Winnie Xu; Niklas Muennighoff; Dan Jurafsky; Douwe Kiela,2024,"Kahneman & Tversky's $\textit{prospect theory}$ tells us that humans perceive random variables in a biased but well-defined manner (1992); for example, humans are famously loss-averse. We show that objectives for aligning LLMs with human feedback implicitly incorporate many of these biases -- the success of these objectives (e.g., DPO) over cross-entropy minimization can partly be ascribed to them belonging to a family of loss functions that we call $\textit{human-aware losses}$ (HALOs). However, the utility functions these methods attribute to humans still differ from those in the prospect theory literature. Using a Kahneman-Tversky model of human utility, we propose a HALO that directly maximizes the utility of generations instead of maximizing the log-likelihood of preferences, as current methods do. We call this approach KTO, and it matches or exceeds the performance of preference-based methods at scales from 1B to 30B, despite only learning from a binary signal of whether an output is desirable. More broadly, our work suggests that there is no one HALO that is universally superior; the best loss depends on the inductive biases most appropriate for a given setting, an oft-overlooked consideration.",01_corpus/raw/extended/2402.01306.pdf,https://arxiv.org/abs/2402.01306,extended,,be3d623796a42fa60f24da23251aa6722bf2e2aae32aada8c7cbe2ac5458bfcb,1021062,19,true,3860,true,,,
P-ARXIV-240201878,2402.01878,LiPO: Listwise Preference Optimization through Learning-to-Rank,Tianqi Liu; Zhen Qin; Junru Wu; Jiaming Shen; Misha Khalman; Rishabh Joshi; Yao Zhao; Mohammad Saleh; Simon Baumgartner; Jialu Liu; Peter J. Liu; Xuanhui Wang,2024,"Aligning language models (LMs) with curated human feedback is critical to control their behaviors in real-world applications. Several recent policy optimization methods, such as DPO and SLiC, serve as promising alternatives to the traditional Reinforcement Learning from Human Feedback (RLHF) approach. In practice, human feedback often comes in a format of a ranked list over multiple responses to amortize the cost of reading prompt. Multiple responses can also be ranked by reward models or AI feedback. There lacks such a thorough study on directly fitting upon a list of responses. In this work, we formulate the LM alignment as a \textit{listwise} ranking problem and describe the LiPO framework, where the policy can potentially learn more effectively from a ranked list of plausible responses given the prompt. This view draws an explicit connection to Learning-to-Rank (LTR), where most existing preference optimization work can be mapped to existing ranking objectives. Following this connection, we provide an examination of ranking objectives that are not well studied for LM alignment with DPO and SLiC as special cases when list size is two. In particular, we highlight a specific method, LiPO-$λ$, which leverages a state-of-the-art \textit{listwise} ranking objective and weights each preference pair in a more advanced manner. We show that LiPO-$λ$ can outperform DPO variants and SLiC by a clear margin on several preference alignment tasks with both curated and real rankwise preference data.",01_corpus/raw/extended/2402.01878.pdf,https://arxiv.org/abs/2402.01878,extended,,7838cb6541eaf1882083021283732b84bf30a54e3d9f950866157f5148e7af76,1069034,17,true,3597,true,,,
P-ARXIV-240202030,2402.02030,Panacea: Pareto Alignment via Preference Adaptation for LLMs,Yifan Zhong; Chengdong Ma; Xiaoyuan Zhang; Ziran Yang; Haojun Chen; Qingfu Zhang; Siyuan Qi; Yaodong Yang,2024,"Current methods for large language model alignment typically use scalar human preference labels. However, this convention tends to oversimplify the multi-dimensional and heterogeneous nature of human preferences, leading to reduced expressivity and even misalignment. This paper presents Panacea, an innovative approach that reframes alignment as a multi-dimensional preference optimization problem. Panacea trains a single model capable of adapting online and Pareto-optimally to diverse sets of preferences without the need for further tuning. A major challenge here is using a low-dimensional preference vector to guide the model's behavior, despite it being governed by an overwhelmingly large number of parameters. To address this, Panacea is designed to use singular value decomposition (SVD)-based low-rank adaptation, which allows the preference vector to be simply injected online as singular values. Theoretically, we prove that Panacea recovers the entire Pareto front with common loss aggregation methods under mild conditions. Moreover, our experiments demonstrate, for the first time, the feasibility of aligning a single LLM to represent an exponentially vast spectrum of human preferences through various optimization methods. Our work marks a step forward in effectively and efficiently aligning models to diverse and intricate human preferences in a controllable and Pareto-optimal manner.",01_corpus/raw/extended/2402.02030.pdf,https://arxiv.org/abs/2402.02030,extended,,4ea6c662395178b0864176f8509c8c256291e42341f2b4cc6e300c79239fd08e,4778910,34,true,3770,true,,,
P-ARXIV-240204792,2402.04792,Direct Language Model Alignment from Online AI Feedback,Shangmin Guo; Biao Zhang; Tianlin Liu; Tianqi Liu; Misha Khalman; Felipe Llinares; Alexandre Rame; Thomas Mesnard; Yao Zhao; Bilal Piot; Johan Ferret; Mathieu Blondel,2024,"Direct alignment from preferences (DAP) methods, such as DPO, have recently emerged as efficient alternatives to reinforcement learning from human feedback (RLHF), that do not require a separate reward model. However, the preference datasets used in DAP methods are usually collected ahead of training and never updated, thus the feedback is purely offline. Moreover, responses in these datasets are often sampled from a language model distinct from the one being aligned, and since the model evolves over training, the alignment phase is inevitably off-policy. In this study, we posit that online feedback is key and improves DAP methods. Our method, online AI feedback (OAIF), uses an LLM as annotator: on each training iteration, we sample two responses from the current model and prompt the LLM annotator to choose which one is preferred, thus providing online feedback. Despite its simplicity, we demonstrate via human evaluation in several tasks that OAIF outperforms both offline DAP and RLHF methods. We further show that the feedback leveraged in OAIF is easily controllable, via instruction prompts to the LLM annotator.",01_corpus/raw/extended/2402.04792.pdf,https://arxiv.org/abs/2402.04792,extended,,d3b7e68ee666f8de03d17fb91f5e2960ac7e94d6ff1615f5488e1ea64a9ca0e7,1013286,18,true,4578,true,,,
P-ARXIV-240205369,2402.05369,Noise Contrastive Alignment of Language Models with Explicit Rewards,Huayu Chen; Guande He; Lifan Yuan; Ganqu Cui; Hang Su; Jun Zhu,2024,"User intentions are typically formalized as evaluation rewards to be maximized when fine-tuning language models (LMs). Existing alignment methods, such as Direct Preference Optimization (DPO), are mainly tailored for pairwise preference data where rewards are implicitly defined rather than explicitly given. In this paper, we introduce a general framework for LM alignment, leveraging Noise Contrastive Estimation (NCE) to bridge the gap in handling reward datasets explicitly annotated with scalar evaluations. Our framework comprises two parallel algorithms, NCA and InfoNCA, both enabling the direct extraction of an LM policy from reward data as well as preference data. Notably, we show that the DPO loss is a special case of our proposed InfoNCA objective under pairwise preference settings, thereby integrating and extending current alignment theories. By comparing NCA and InfoNCA, we demonstrate that the well-observed decreasing-likelihood trend of DPO/InfoNCA is caused by their focus on adjusting relative likelihood across different responses. In contrast, NCA optimizes the absolute likelihood for each response, thereby effectively preventing the chosen likelihood from decreasing. We evaluate our methods in both reward and preference settings with Mistral-8*7B and 7B models. Experiments suggest that InfoNCA/NCA surpasses various preference baselines when reward datasets are available. We also find NCA significantly outperforms DPO in complex reasoning tasks like math and coding.",01_corpus/raw/extended/2402.05369.pdf,https://arxiv.org/abs/2402.05369,extended,,582c8e7296ebb1cb0e9ca500787f3bedc11a5e74cd9ff3cd02dd70cc510c7a0e,1301583,22,true,3323,true,,,
P-ARXIV-240205749,2402.05749,Generalized Preference Optimization: A Unified Approach to Offline Alignment,Yunhao Tang; Zhaohan Daniel Guo; Zeyu Zheng; Daniele Calandriello; Rémi Munos; Mark Rowland; Pierre Harvey Richemond; Michal Valko; Bernardo Ávila Pires; Bilal Piot,2024,"Offline preference optimization allows fine-tuning large models directly from offline data, and has proved effective in recent alignment practices. We propose generalized preference optimization (GPO), a family of offline losses parameterized by a general class of convex functions. GPO enables a unified view over preference optimization, encompassing existing algorithms such as DPO, IPO and SLiC as special cases, while naturally introducing new variants. The GPO framework also sheds light on how offline algorithms enforce regularization, through the design of the convex function that defines the loss. Our analysis and experiments reveal the connections and subtle differences between the offline regularization and the KL divergence regularization intended by the canonical RLHF formulation. In a controlled setting akin to Gao et al 2023, we also show that different GPO variants achieve similar trade-offs between regularization and performance, though the optimal values of hyper-parameter might differ as predicted by theory. In all, our results present new algorithmic toolkits and empirical insights to alignment practitioners.",01_corpus/raw/extended/2402.05749.pdf,https://arxiv.org/abs/2402.05749,extended,,33bde4c290f18f9ca1c179832614a6bcb3577f60eaeb8bb9017e2ebddeb89568,1881083,25,true,3474,true,,,
P-ARXIV-240209320,2402.09320,ICDPO: Effectively Borrowing Alignment Capability of Others via In-context Direct Preference Optimization,Feifan Song; Yuxuan Fan; Xin Zhang; Peiyi Wang; Houfeng Wang,2024,"Large Language Models (LLMs) rely on Human Preference Alignment (HPA) to ensure the generation of safe content. Due to the heavy cost associated with fine-tuning, fine-tuning-free methods have emerged, typically modifying LLM decoding with external auxiliary methods. However, these methods do not essentially enhance the LLM itself. In this paper, we rethink the derivation procedures of DPO, based on which we conversely build an instant scorer using the states of the LLM before and after In-context Learning (ICL). Accordingly, we propose a novel approach called In-Context Direct Preference Optimization (ICDPO). It enables LLMs to borrow the HPA capabilities from superior LLMs with ICL, generating well-aligned responses as estimated by the aforementioned instant scorer, thereby enhancing the final performance. ICDPO can be further enhanced with a two-stage retriever and an upgraded scorer, both offering benefits. Extensive experiments show its effectiveness, particularly in outperforming two fine-tuning-free baselines, and it exhibits competitiveness with SFT + LoRA. We also conduct detailed analyses to offer comprehensive insights into ICDPO.",01_corpus/raw/extended/2402.09320.pdf,https://arxiv.org/abs/2402.09320,extended,,caa86d016dcdc2b95d6635a2e64098dddb8ebd82981c2c8282c2916c6b3c9279,748583,13,true,4300,true,,,
P-ARXIV-240210038,2402.10038,RS-DPO: A Hybrid Rejection Sampling and Direct Preference Optimization Method for Alignment of Large Language Models,Saeed Khaki; JinJin Li; Lan Ma; Liu Yang; Prathap Ramachandra,2024,"Reinforcement learning from human feedback (RLHF) has been extensively employed to align large language models with user intent. However, proximal policy optimization (PPO) based RLHF is occasionally unstable requiring significant hyperparameter finetuning, and computationally expensive to maximize the estimated reward during alignment. Recently, direct preference optimization (DPO) is proposed to address those challenges. However, DPO relies on contrastive responses generated from human annotator and alternative LLM, instead of the policy model, limiting the effectiveness of the RLHF. In this paper, we addresses both challenges by systematically combining rejection sampling (RS) and DPO. Our proposed method, RS-DPO, initiates with the development of a supervised fine-tuned policy model (SFT). A varied set of k responses per prompt are sampled directly from the SFT model. RS-DPO identifies pairs of contrastive samples based on their reward distribution. Finally, we apply DPO with the contrastive samples to align the model to human preference. Our experiments indicate that our proposed method effectively fine-tunes LLMs with limited resource environments, leading to improved alignment with user intent. Furthermore, it outperforms existing methods, including RS, PPO, and DPO.",01_corpus/raw/extended/2402.10038.pdf,https://arxiv.org/abs/2402.10038,extended,,f293f8de6ffc5d7617ca08a257cb57ff010f733002c3973fe1bc921cd4f92d30,1118128,16,true,4278,true,,,
P-ARXIV-240210571,2402.10571,Direct Preference Optimization with an Offset,Afra Amini; Tim Vieira; Ryan Cotterell,2024,"Direct preference optimization (DPO) is a successful fine-tuning strategy for aligning large language models with human preferences without the need to train a reward model or employ reinforcement learning. DPO, as originally formulated, relies on binary preference data and fine-tunes a language model to increase the likelihood of a preferred response over a dispreferred response. However, not all preference pairs are equal. Sometimes, the preferred response is only slightly better than the dispreferred one. In other cases, the preference is much stronger. For instance, if a response contains harmful or toxic content, the annotator will have a strong preference for that response. In this paper, we propose a generalization of DPO, termed DPO with an offset (ODPO), that does not treat every preference pair equally during fine-tuning. Intuitively, ODPO requires the difference between the likelihood of the preferred and dispreferred response to be greater than an offset value. The offset is determined based on the extent to which one response is preferred over another. Our experiments on various tasks suggest that ODPO significantly outperforms DPO in aligning language models, especially when the number of preference pairs is limited.",01_corpus/raw/extended/2402.10571.pdf,https://arxiv.org/abs/2402.10571,extended,,8ed4754e6cd92a6d11e7efce97c26b0a6454593e31c1929a6cd9e628b41f9a8d,1253046,19,true,4245,true,,,
P-ARXIV-240210958,2402.10958,Relative Preference Optimization: Enhancing LLM Alignment through Contrasting Responses across Identical and Diverse Prompts,Yueqin Yin; Zhendong Wang; Yi Gu; Hai Huang; Weizhu Chen; Mingyuan Zhou,2024,"In the field of large language models (LLMs), aligning models with the diverse preferences of users is a critical challenge. Direct Preference Optimization (DPO) has played a key role in this area. It works by using pairs of preferences derived from the same prompts, and it functions without needing an additional reward model. However, DPO does not fully reflect the complex nature of human learning, which often involves understanding contrasting responses to not only identical but also similar questions. To overcome this shortfall, we propose Relative Preference Optimization (RPO). RPO is designed to discern between more and less preferred responses derived from both identical and related prompts. It introduces a contrastive weighting mechanism, enabling the tuning of LLMs using a broader range of preference data, including both paired and unpaired sets. This approach expands the learning capabilities of the model, allowing it to leverage insights from a more varied set of prompts. Through empirical tests, including dialogue and summarization tasks, and evaluations using the AlpacaEval2.0 leaderboard, RPO has demonstrated a superior ability to align LLMs with user preferences and to improve their adaptability during the training process. Our code can be viewed at https://github.com/yinyueqin/relative-preference-optimization",01_corpus/raw/extended/2402.10958.pdf,https://arxiv.org/abs/2402.10958,extended,,a6e7b7e6c853ebd44211a6888dd1e07de28d12553944f107302659706fb221ab,891726,25,true,3049,true,,,
P-ARXIV-240211907,2402.11907,Direct Large Language Model Alignment Through Self-Rewarding Contrastive Prompt Distillation,Aiwei Liu; Haoping Bai; Zhiyun Lu; Xiang Kong; Simon Wang; Jiulong Shan; Meng Cao; Lijie Wen,2024,"Aligning large language models (LLMs) with human expectations without human-annotated preference data is an important problem. In this paper, we propose a method to evaluate the response preference by using the output probabilities of response pairs under contrastive prompt pairs, which could achieve better performance on LLaMA2-7B and LLaMA2-13B compared to RLAIF. Based on this, we propose an automatic alignment method, Direct Large Model Alignment (DLMA). First, we use contrastive prompt pairs to automatically generate preference data. Then, we continue to evaluate the generated preference data using contrastive prompt pairs and calculate a self-rewarding score. Finally, we use the DPO algorithm to effectively align LLMs by combining this self-rewarding score. In the experimental stage, our DLMA method could surpass the \texttt{RLHF} method without relying on human-annotated preference data.",01_corpus/raw/extended/2402.11907.pdf,https://arxiv.org/abs/2402.11907,extended,,b386495ecc59f9f62e208f4e567a78d6479fda8106aac25f935dca616b9ca79a,882658,25,true,3730,true,,,
P-ARXIV-240213228,2402.13228,Smaug: Fixing Failure Modes of Preference Optimisation with DPO-Positive,Arka Pal; Deep Karkhanis; Samuel Dooley; Manley Roberts; Siddartha Naidu; Colin White,2024,"Direct Preference Optimisation (DPO) is effective at significantly improving the performance of large language models (LLMs) on downstream tasks such as reasoning, summarisation, and alignment. Using pairs of preferred and dispreferred data, DPO models the relative probability of picking one response over another. In this work, first we show theoretically that the standard DPO loss can lead to a reduction of the model's likelihood of the preferred examples, as long as the relative probability between the preferred and dispreferred classes increases. We then show empirically that this phenomenon occurs when fine-tuning LLMs on common datasets, especially datasets in which the edit distance between pairs of completions is low. Using these insights, we design DPO-Positive (DPOP), a new loss function and training procedure which avoids this failure mode. Surprisingly, we find that DPOP outperforms DPO and other fine-tuning procedures across a wide variety of datasets and downstream tasks, including datasets with high edit distances between completions. Furthermore, we find that the DPOP-tuned model outperforms the DPO-tuned model (all else equal) on benchmarks independent of the fine-tuning data, such as MT-Bench. Finally, using DPOP, we create and open-source Smaug-34B and Smaug-72B, with the latter becoming the first open-source LLM to surpass an average accuracy of 80% on the HuggingFace Open LLM Leaderboard.",01_corpus/raw/extended/2402.13228.pdf,https://arxiv.org/abs/2402.13228,extended,,06879da435dd312676c94f66f0997735b18fb9d611b795c3d8734822f1091bb3,809275,30,true,2848,true,,,
P-ARXIV-240214740,2402.14740,Back to Basics: Revisiting REINFORCE Style Optimization for Learning from Human Feedback in LLMs,Arash Ahmadian; Chris Cremer; Matthias Gallé; Marzieh Fadaee; Julia Kreutzer; Olivier Pietquin; Ahmet Üstün; Sara Hooker,2024,"AI alignment in the shape of Reinforcement Learning from Human Feedback (RLHF) is increasingly treated as a crucial ingredient for high performance large language models. Proximal Policy Optimization (PPO) has been positioned by recent literature as the canonical method for the RL part of RLHF. However, it involves both high computational cost and sensitive hyperparameter tuning. We posit that most of the motivational principles that led to the development of PPO are less of a practical concern in RLHF and advocate for a less computationally expensive method that preserves and even increases performance. We revisit the formulation of alignment from human preferences in the context of RL. Keeping simplicity as a guiding principle, we show that many components of PPO are unnecessary in an RLHF context and that far simpler REINFORCE-style optimization variants outperform both PPO and newly proposed ""RL-free"" methods such as DPO and RAFT. Our work suggests that careful adaptation to LLMs alignment characteristics enables benefiting from online RL optimization at low cost.",01_corpus/raw/extended/2402.14740.pdf,https://arxiv.org/abs/2402.14740,core15,01_corpus/text_cache/mineru/core_candidates/Back_to_Basics_Revisiting_REINFORCE_Style_Optimization_for_Learning_from_Human_Feedback_in_LLMs.md,c997e5b1fe4e767385f6d4bcab2427ff1f65398572f79143feb899da1b6da398,989314,28,true,1921,true,,,
P-ARXIV-240219085,2402.19085,Controllable Preference Optimization: Toward Controllable Multi-Objective Alignment,Yiju Guo; Ganqu Cui; Lifan Yuan; Ning Ding; Zexu Sun; Bowen Sun; Huimin Chen; Ruobing Xie; Jie Zhou; Yankai Lin; Zhiyuan Liu; Maosong Sun,2024,"Alignment in artificial intelligence pursues the consistency between model responses and human preferences as well as values. In practice, the multifaceted nature of human preferences inadvertently introduces what is known as the ""alignment tax"" -a compromise where enhancements in alignment within one objective (e.g.,harmlessness) can diminish performance in others (e.g.,helpfulness). However, existing alignment techniques are mostly unidirectional, leading to suboptimal trade-offs and poor flexibility over various objectives. To navigate this challenge, we argue the prominence of grounding LLMs with evident preferences. We introduce controllable preference optimization (CPO), which explicitly specifies preference scores for different objectives, thereby guiding the model to generate responses that meet the requirements. Our experimental analysis reveals that the aligned models can provide responses that match various preferences among the ""3H"" (helpfulness, honesty, harmlessness) desiderata. Furthermore, by introducing diverse data and alignment goals, we surpass baseline methods in aligning with single objectives, hence mitigating the impact of the alignment tax and achieving improvements in multi-objective alignment.",01_corpus/raw/extended/2402.19085.pdf,https://arxiv.org/abs/2402.19085,extended,,4ddbb18b365cc56ee0adfbd227070dfc74c5dc71e4a74506f4973652af687464,1280777,18,true,3888,true,,,
P-ARXIV-240300409,2403.00409,Provably Robust DPO: Aligning Language Models with Noisy Feedback,Sayak Ray Chowdhury; Anush Kini; Nagarajan Natarajan,2024,"Learning from preference-based feedback has recently gained traction as a promising approach to align language models with human interests. While these aligned generative models have demonstrated impressive capabilities across various tasks, their dependence on high-quality human preference data poses a bottleneck in practical applications. Specifically, noisy (incorrect and ambiguous) preference pairs in the dataset might restrict the language models from capturing human intent accurately. While practitioners have recently proposed heuristics to mitigate the effect of noisy preferences, a complete theoretical understanding of their workings remain elusive. In this work, we aim to bridge this gap by by introducing a general framework for policy optimization in the presence of random preference flips. We focus on the direct preference optimization (DPO) algorithm in particular since it assumes that preferences adhere to the Bradley-Terry-Luce (BTL) model, raising concerns about the impact of noisy data on the learned policy. We design a novel loss function, which de-bias the effect of noise on average, making a policy trained by minimizing that loss robust to the noise. Under log-linear parameterization of the policy class and assuming good feature coverage of the SFT policy, we prove that the sub-optimality gap of the proposed robust DPO (rDPO) policy compared to the optimal policy is of the order $O(\frac{1}{1-2ε}\sqrt{\frac{d}{n}})$, where $ε< 1/2$ is flip rate of labels, $d$ is policy parameter dimension and $n$ is size of dataset. Our experiments on IMDb sentiment generation and Anthropic's helpful-harmless dataset show that rDPO is robust to noise in preference labels compared to vanilla DPO and other heuristics proposed by practitioners.",01_corpus/raw/extended/2403.00409.pdf,https://arxiv.org/abs/2403.00409,extended,,4c0560377bed0152df1d99445aedc97def909dee459b77aaf1c3ca1702a04062,537891,16,true,4518,true,,,
P-ARXIV-240302475,2403.02475,Enhancing LLM Safety via Constrained Direct Preference Optimization,Zixuan Liu; Xiaolin Sun; Zizhan Zheng,2024,"The rapidly increasing capabilities of large language models (LLMs) raise an urgent need to align AI systems with diverse human preferences to simultaneously enhance their usefulness and safety, despite the often conflicting nature of these goals. To address this important problem, a promising approach is to enforce a safety constraint at the fine-tuning stage through a constrained Reinforcement Learning from Human Feedback (RLHF) framework. This approach, however, is computationally expensive and often unstable. In this work, we introduce Constrained DPO (C-DPO), a novel extension of the recently proposed Direct Preference Optimization (DPO) approach for fine-tuning LLMs that is both efficient and lightweight. By integrating dual gradient descent and DPO, our method identifies a nearly optimal trade-off between helpfulness and harmlessness without using reinforcement learning. Empirically, our approach provides a safety guarantee to LLMs that is missing in DPO while achieving significantly higher rewards under the same safety constraint compared to a recently proposed safe RLHF approach. Warning: This paper contains example data that may be offensive or harmful.",01_corpus/raw/extended/2403.02475.pdf,https://arxiv.org/abs/2403.02475,extended,,0e5f1edca1b8183f83981bdf591875dc65d3526848e37eeb1876732ab24b041c,723978,26,true,3364,true,,,
P-ARXIV-240302502,2403.02502,Trial and Error: Exploration-Based Trajectory Optimization for LLM Agents,Yifan Song; Da Yin; Xiang Yue; Jie Huang; Sujian Li; Bill Yuchen Lin,2024,"Large Language Models (LLMs) have become integral components in various autonomous agent systems. In this study, we present an exploration-based trajectory optimization approach, referred to as ETO. This learning method is designed to enhance the performance of open LLM agents. Contrary to previous studies that exclusively train on successful expert trajectories, our method allows agents to learn from their exploration failures. This leads to improved performance through an iterative optimization framework. During the exploration phase, the agent interacts with the environment while completing given tasks, gathering failure trajectories to create contrastive trajectory pairs. In the subsequent training phase, the agent utilizes these trajectory preference pairs to update its policy using contrastive learning methods like DPO. This iterative cycle of exploration and training fosters continued improvement in the agents. Our experiments on three complex tasks demonstrate that ETO consistently surpasses baseline performance by a large margin. Furthermore, an examination of task-solving efficiency and potential in scenarios lacking expert trajectory underscores the effectiveness of our approach.",01_corpus/raw/extended/2403.02502.pdf,https://arxiv.org/abs/2403.02502,extended,,93e20d696b5e4a82fba80d2c335ba33beeee371445bf6ed3732e59f951f6a8fb,2163567,17,true,3875,true,,,
